MAE,MAPE,RMSE
36.124214,0.062612945,60.99372327
35.18412267,0.069089244,56.22279035
35.65656705,0.064905423,63.58811337
40.9832445,0.074890974,84.55951789
33.52001784,0.069374815,47.5217233
